Metro,Type,Month,Dimension,Measure,Value,YoY
Boston,Quick Facts,2018-07,Job Openings,Job Openings,"177,564",31.30%
Washington DC,Quick Facts,2018-07,Metro Median Pay,Metro Median Pay,"$59,654 ",1.70%
Washington DC,Quick Facts,2018-07,U.S. Median Pay,U.S. Median Pay,"$52,267 ",2.20%
Washington DC,Quick Facts,2018-07,Job Openings,Job Openings,"199,772",15.40%
National,Job Title,2018-07,Software Engineer,Median Base Pay,"$86,865 ",2.40%
National,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$69,943 ",3.00%
National,Job Title,2018-07,Consultant,Median Base Pay,"$73,626 ",1.80%
National,Job Title,2018-07,Project Manager,Median Base Pay,"$72,689 ",-0.20%
National,Job Title,2018-07,Store Manager,Median Base Pay,"$49,243 ",2.50%
National,Job Title,2018-07,Business Analyst,Median Base Pay,"$65,494 ",1.70%
National,Job Title,2018-07,Cashier,Median Base Pay,"$28,145 ",5.40%
National,Job Title,2018-07,Financial Analyst,Median Base Pay,"$63,770 ",3.00%
National,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$39,544 ",2.50%
National,Job Title,2018-07,Accountant,Median Base Pay,"$56,830 ",3.20%
National,Job Title,2018-07,Sales Representative,Median Base Pay,"$48,114 ",2.00%
National,Job Title,2018-07,Professor,Median Base Pay,"$87,649 ",0.00%
National,Job Title,2018-07,Registered Nurse,Median Base Pay,"$66,590 ",1.90%
National,Job Title,2018-07,Marketing Manager,Median Base Pay,"$68,606 ",1.60%
National,Job Title,2018-07,Operations Manager,Median Base Pay,"$66,853 ",0.20%
National,Job Title,2018-07,Product Manager,Median Base Pay,"$94,369 ",3.00%
National,Job Title,2018-07,Sales Manager,Median Base Pay,"$62,017 ",3.10%
National,Job Title,2018-07,Teacher,Median Base Pay,"$47,027 ",3.30%
National,Job Title,2018-07,Bank Teller,Median Base Pay,"$30,997 ",8.20%
National,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$55,790 ",3.70%
National,Job Title,2018-07,Physical Therapist,Median Base Pay,"$72,182 ",-1.90%
National,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$75,271 ",3.60%
National,Job Title,2018-07,Recruiter,Median Base Pay,"$51,867 ",2.10%
National,Job Title,2018-07,Design Engineer,Median Base Pay,"$72,619 ",4.70%
National,Job Title,2018-07,Pharmacy Technician,Median Base Pay,"$31,260 ",3.60%
National,Job Title,2018-07,Graphic Designer,Median Base Pay,"$45,401 ",3.20%
National,Job Title,2018-07,Web Developer,Median Base Pay,"$65,548 ",2.70%
National,Job Title,2018-07,Business Development Manager,Median Base Pay,"$71,454 ",4.40%
National,Job Title,2018-07,Data Scientist,Median Base Pay,"$96,855 ",0.80%
National,Job Title,2018-07,Buyer,Median Base Pay,"$58,090 ",2.10%
National,Job Title,2018-07,Data Analyst,Median Base Pay,"$60,153 ",2.00%
National,Job Title,2018-07,Electrical Engineer,Median Base Pay,"$77,564 ",1.90%
National,Job Title,2018-07,Attorney,Median Base Pay,"$100,179 ",3.90%
National,Job Title,2018-07,Human Resources Manager,Median Base Pay,"$69,104 ",2.60%
National,Job Title,2018-07,Technician,Median Base Pay,"$45,520 ",1.30%
National,Job Title,2018-07,Restaurant Cook,Median Base Pay,"$29,108 ",3.00%
National,Job Title,2018-07,Production Manager,Median Base Pay,"$66,585 ",2.70%
National,Job Title,2018-07,Manufacturing Engineer,Median Base Pay,"$72,597 ",1.40%
National,Job Title,2018-07,Retail Key Holder,Median Base Pay,"$29,794 ",4.90%
National,Job Title,2018-07,Paralegal,Median Base Pay,"$48,147 ",0.80%
National,Job Title,2018-07,Java Developer,Median Base Pay,"$76,239 ",3.90%
National,Job Title,2018-07,Warehouse Associate,Median Base Pay,"$43,287 ",4.80%
National,Job Title,2018-07,Property Manager,Median Base Pay,"$51,948 ",6.00%
National,Job Title,2018-07,Producer,Median Base Pay,"$52,044 ",-0.10%
National,Job Title,2018-07,Quality Engineer,Median Base Pay,"$73,568 ",2.50%
National,Job Title,2018-07,Operations Analyst,Median Base Pay,"$54,320 ",3.00%
National,Job Title,2018-07,Medical Assistant,Median Base Pay,"$34,773 ",4.00%
National,Job Title,2018-07,Tax Manager,Median Base Pay,"$97,615 ",4.70%
National,Job Title,2018-07,Technical Editor,Median Base Pay,"$52,380 ",2.20%
National,Job Title,2018-07,Truck Driver,Median Base Pay,"$54,205 ",6.30%
National,Job Title,2018-07,Insurance Agent,Median Base Pay,"$41,352 ",-0.80%
National,Job Title,2018-07,Medical Technologist,Median Base Pay,"$54,309 ",2.10%
National,Job Title,2018-07,Field Engineer,Median Base Pay,"$70,218 ",1.10%
National,Job Title,2018-07,Machine Operator,Median Base Pay,"$38,864 ",1.30%
National,Job Title,2018-07,Communications Manager,Median Base Pay,"$68,250 ",0.30%
National,Job Title,2018-07,Construction Laborer,Median Base Pay,"$40,602 ",3.20%
National,Job Title,2018-07,Emergency Medical Technician,Median Base Pay,"$34,580 ",3.20%
National,Job Title,2018-07,Web Designer,Median Base Pay,"$50,581 ",-1.10%
National,Job Title,2018-07,Maintenance Worker,Median Base Pay,"$42,502 ",3.70%
National,Job Title,2018-07,Barista,Median Base Pay,"$24,516 ",4.30%
National,Job Title,2018-07,Bartender,Median Base Pay,"$34,128 ",6.10%
National,Job Title,2018-07,Civil Engineer,Median Base Pay,"$68,120 ",1.60%
National,Job Title,2018-07,Claims Adjuster,Median Base Pay,"$53,547 ",2.70%
National,Job Title,2018-07,Certified Nursing Assistant,Median Base Pay,"$29,351 ",4.30%
National,Job Title,2018-07,Customer Service Representative,Median Base Pay,"$37,007 ",2.40%
National,Job Title,2018-07,Delivery Driver,Median Base Pay,"$38,668 ",2.30%
National,Job Title,2018-07,Financial Advisor,Median Base Pay,"$54,259 ",4.90%
National,Job Title,2018-07,Licensed Practical Nurse,Median Base Pay,"$42,674 ",2.60%
National,Job Title,2018-07,Loan Officer,Median Base Pay,"$44,675 ",-0.50%
National,Job Title,2018-07,Maintenance Technician,Median Base Pay,"$44,066 ",2.20%
National,Job Title,2018-07,Material Handler,Median Base Pay,"$36,339 ",4.30%
National,Job Title,2018-07,Network Engineer,Median Base Pay,"$66,280 ",-4.50%
National,Job Title,2018-07,Office Manager,Median Base Pay,"$46,610 ",2.20%
National,Job Title,2018-07,Pharmacist,Median Base Pay,"$126,809 ",3.30%
National,Job Title,2018-07,Process Engineer,Median Base Pay,"$78,863 ",1.80%
National,Job Title,2018-07,Program Manager,Median Base Pay,"$75,128 ",0.90%
National,Job Title,2018-07,Research Assistant,Median Base Pay,"$31,030 ",1.40%
National,Job Title,2018-07,Restaurant Manager,Median Base Pay,"$49,322 ",0.50%
National,Job Title,2018-07,Security Officer,Median Base Pay,"$35,080 ",3.70%
National,Job Title,2018-07,Server,Median Base Pay,"$33,861 ",3.50%
National,Job Title,2018-07,Solutions Architect,Median Base Pay,"$104,943 ",3.70%
National,Job Title,2018-07,Systems Engineer,Median Base Pay,"$79,568 ",2.20%
National,Job Title,2018-07,Technical Support,Median Base Pay,"$45,439 ",2.70%
National,Job Title,2018-07,UX Designer,Median Base Pay,"$77,790 ",1.60%
Atlanta,Job Title,2018-07,Software Engineer,Median Base Pay,"$84,948 ",2.10%
Atlanta,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$74,392 ",2.60%
Atlanta,Job Title,2018-07,Consultant,Median Base Pay,"$83,652 ",1.50%
Atlanta,Job Title,2018-07,Project Manager,Median Base Pay,"$77,304 ",-0.50%
Atlanta,Job Title,2018-07,Store Manager,Median Base Pay,"$51,422 ",2.10%
Atlanta,Job Title,2018-07,Business Analyst,Median Base Pay,"$72,587 ",1.30%
Atlanta,Job Title,2018-07,Cashier,Median Base Pay,"$26,802 ",5.00%
Atlanta,Job Title,2018-07,Financial Analyst,Median Base Pay,"$65,516 ",2.60%
Atlanta,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$40,914 ",2.20%
Atlanta,Job Title,2018-07,Accountant,Median Base Pay,"$57,903 ",2.80%
Atlanta,Job Title,2018-07,Sales Representative,Median Base Pay,"$51,225 ",1.60%
Atlanta,Job Title,2018-07,Professor,Median Base Pay,"$90,107 ",-0.30%
Atlanta,Job Title,2018-07,Registered Nurse,Median Base Pay,"$65,516 ",1.50%
Atlanta,Job Title,2018-07,Marketing Manager,Median Base Pay,"$76,515 ",1.20%
Atlanta,Job Title,2018-07,Operations Manager,Median Base Pay,"$70,400 ",-0.10%
Atlanta,Job Title,2018-07,Product Manager,Median Base Pay,"$100,727 ",2.70%
Atlanta,Job Title,2018-07,Sales Manager,Median Base Pay,"$66,564 ",2.80%
Atlanta,Job Title,2018-07,Teacher,Median Base Pay,"$48,781 ",2.90%
Atlanta,Job Title,2018-07,Bank Teller,Median Base Pay,"$32,112 ",7.80%
Atlanta,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$57,172 ",3.40%
Atlanta,Job Title,2018-07,Physical Therapist,Median Base Pay,"$73,326 ",-2.20%
Atlanta,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$74,378 ",3.20%
Atlanta,Job Title,2018-07,Recruiter,Median Base Pay,"$53,581 ",1.80%
Atlanta,Job Title,2018-07,Design Engineer,Median Base Pay,"$73,836 ",4.40%
Atlanta,Job Title,2018-07,Pharmacy Technician,Median Base Pay,"$29,723 ",3.30%
Atlanta,Job Title,2018-07,Graphic Designer,Median Base Pay,"$51,499 ",2.80%
Atlanta,Job Title,2018-07,Web Developer,Median Base Pay,"$76,854 ",2.30%
Atlanta,Job Title,2018-07,Business Development Manager,Median Base Pay,"$77,057 ",4.00%
Atlanta,Job Title,2018-07,Data Scientist,Median Base Pay,"$99,826 ",0.50%
Atlanta,Job Title,2018-07,Buyer,Median Base Pay,"$58,774 ",1.70%
Atlanta,Job Title,2018-07,Data Analyst,Median Base Pay,"$65,368 ",1.60%
Atlanta,Job Title,2018-07,Electrical Engineer,Median Base Pay,"$76,213 ",1.50%
Atlanta,Job Title,2018-07,Attorney,Median Base Pay,"$106,241 ",3.60%
Atlanta,Job Title,2018-07,Human Resources Manager,Median Base Pay,"$75,698 ",2.30%
Atlanta,Job Title,2018-07,Technician,Median Base Pay,"$45,268 ",0.90%
Atlanta,Job Title,2018-07,Restaurant Cook,Median Base Pay,"$27,519 ",2.70%
Atlanta,Job Title,2018-07,Production Manager,Median Base Pay,"$67,861 ",2.30%
Atlanta,Job Title,2018-07,Manufacturing Engineer,Median Base Pay,"$73,129 ",1.10%
Atlanta,Job Title,2018-07,Retail Key Holder,Median Base Pay,"$29,794 ",4.50%
Atlanta,Job Title,2018-07,Paralegal,Median Base Pay,"$53,578 ",0.50%
Atlanta,Job Title,2018-07,Java Developer,Median Base Pay,"$78,576 ",3.50%
Atlanta,Job Title,2018-07,Warehouse Associate,Median Base Pay,"$42,476 ",4.50%
Atlanta,Job Title,2018-07,Property Manager,Median Base Pay,"$55,473 ",5.70%
Atlanta,Job Title,2018-07,Producer,Median Base Pay,"$60,551 ",-0.40%
Atlanta,Job Title,2018-07,Quality Engineer,Median Base Pay,"$71,822 ",2.10%
Atlanta,Job Title,2018-07,Operations Analyst,Median Base Pay,"$56,733 ",2.60%
Atlanta,Job Title,2018-07,Medical Assistant,Median Base Pay,"$35,384 ",3.70%
Atlanta,Job Title,2018-07,Tax Manager,Median Base Pay,"$102,991 ",4.30%
Atlanta,Job Title,2018-07,Technical Editor,Median Base Pay,"$53,988 ",1.90%
Atlanta,Job Title,2018-07,Truck Driver,Median Base Pay,"$53,002 ",5.90%
Atlanta,Job Title,2018-07,Insurance Agent,Median Base Pay,"$37,933 ",-1.20%
Atlanta,Job Title,2018-07,Medical Technologist,Median Base Pay,"$57,741 ",1.70%
Atlanta,Job Title,2018-07,Field Engineer,Median Base Pay,"$67,030 ",0.80%
Atlanta,Job Title,2018-07,Machine Operator,Median Base Pay,"$37,048 ",1.00%
Atlanta,Job Title,2018-07,Communications Manager,Median Base Pay,"$72,303 ",0.00%
Atlanta,Job Title,2018-07,Construction Laborer,Median Base Pay,"$37,382 ",2.80%
Atlanta,Job Title,2018-07,Emergency Medical Technician,Median Base Pay,"$36,808 ",2.90%
Atlanta,Job Title,2018-07,Web Designer,Median Base Pay,"$58,219 ",-1.40%
Atlanta,Job Title,2018-07,Maintenance Worker,Median Base Pay,"$40,239 ",3.30%
Atlanta,Job Title,2018-07,Barista,Median Base Pay,"$22,525 ",3.90%
Atlanta,Job Title,2018-07,Bartender,Median Base Pay,"$35,092 ",5.70%
Atlanta,Job Title,2018-07,Civil Engineer,Median Base Pay,"$67,914 ",1.20%
Atlanta,Job Title,2018-07,Claims Adjuster,Median Base Pay,"$50,145 ",2.30%
Atlanta,Job Title,2018-07,Certified Nursing Assistant,Median Base Pay,"$26,809 ",4.00%
Atlanta,Job Title,2018-07,Customer Service Representative,Median Base Pay,"$37,748 ",2.10%
Atlanta,Job Title,2018-07,Delivery Driver,Median Base Pay,"$37,035 ",1.90%
Atlanta,Job Title,2018-07,Financial Advisor,Median Base Pay,"$52,103 ",4.50%
Atlanta,Job Title,2018-07,Licensed Practical Nurse,Median Base Pay,"$43,496 ",2.30%
Atlanta,Job Title,2018-07,Loan Officer,Median Base Pay,"$41,899 ",-0.90%
Atlanta,Job Title,2018-07,Maintenance Technician,Median Base Pay,"$46,939 ",1.90%
Atlanta,Job Title,2018-07,Material Handler,Median Base Pay,"$34,288 ",4.00%
Atlanta,Job Title,2018-07,Network Engineer,Median Base Pay,"$70,325 ",-4.90%
Atlanta,Job Title,2018-07,Office Manager,Median Base Pay,"$48,041 ",1.80%
Atlanta,Job Title,2018-07,Pharmacist,Median Base Pay,"$117,730 ",3.00%
Atlanta,Job Title,2018-07,Process Engineer,Median Base Pay,"$78,559 ",1.50%
Atlanta,Job Title,2018-07,Program Manager,Median Base Pay,"$81,884 ",0.50%
Atlanta,Job Title,2018-07,Research Assistant,Median Base Pay,"$31,275 ",1.10%
Atlanta,Job Title,2018-07,Restaurant Manager,Median Base Pay,"$51,712 ",0.20%
Atlanta,Job Title,2018-07,Security Officer,Median Base Pay,"$32,717 ",3.40%
Atlanta,Job Title,2018-07,Server,Median Base Pay,"$33,220 ",3.10%
Atlanta,Job Title,2018-07,Solutions Architect,Median Base Pay,"$114,881 ",3.40%
Atlanta,Job Title,2018-07,Systems Engineer,Median Base Pay,"$79,401 ",1.90%
Atlanta,Job Title,2018-07,Technical Support,Median Base Pay,"$44,410 ",2.40%
Atlanta,Job Title,2018-07,UX Designer,Median Base Pay,"$83,505 ",1.20%
New York City,Job Title,2018-07,Software Engineer,Median Base Pay,"$104,091 ",2.70%
New York City,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$83,274 ",3.30%
New York City,Job Title,2018-07,Consultant,Median Base Pay,"$90,336 ",2.20%
New York City,Job Title,2018-07,Project Manager,Median Base Pay,"$85,227 ",0.10%
New York City,Job Title,2018-07,Store Manager,Median Base Pay,"$59,726 ",2.80%
New York City,Job Title,2018-07,Business Analyst,Median Base Pay,"$81,072 ",2.00%
New York City,Job Title,2018-07,Cashier,Median Base Pay,"$30,005 ",5.70%
New York City,Job Title,2018-07,Financial Analyst,Median Base Pay,"$77,385 ",3.30%
New York City,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$49,062 ",2.90%
New York City,Job Title,2018-07,Accountant,Median Base Pay,"$64,347 ",3.50%
New York City,Job Title,2018-07,Sales Representative,Median Base Pay,"$56,337 ",2.30%
New York City,Job Title,2018-07,Professor,Median Base Pay,"$112,167 ",0.40%
New York City,Job Title,2018-07,Registered Nurse,Median Base Pay,"$86,850 ",2.20%
New York City,Job Title,2018-07,Marketing Manager,Median Base Pay,"$85,000 ",1.90%
New York City,Job Title,2018-07,Operations Manager,Median Base Pay,"$77,900 ",0.60%
New York City,Job Title,2018-07,Product Manager,Median Base Pay,"$111,060 ",3.40%
New York City,Job Title,2018-07,Sales Manager,Median Base Pay,"$77,603 ",3.50%
New York City,Job Title,2018-07,Teacher,Median Base Pay,"$65,111 ",3.60%
New York City,Job Title,2018-07,Bank Teller,Median Base Pay,"$34,705 ",8.60%
New York City,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$63,319 ",4.10%
New York City,Job Title,2018-07,Physical Therapist,Median Base Pay,"$77,932 ",-1.50%
New York City,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$76,411 ",3.90%
New York City,Job Title,2018-07,Recruiter,Median Base Pay,"$63,049 ",2.50%
New York City,Job Title,2018-07,Design Engineer,Median Base Pay,"$79,850 ",5.10%
New York City,Job Title,2018-07,Pharmacy Technician,Median Base Pay,"$31,231 ",4.00%
New York City,Job Title,2018-07,Graphic Designer,Median Base Pay,"$59,069 ",3.50%
New York City,Job Title,2018-07,Web Developer,Median Base Pay,"$84,884 ",3.00%
New York City,Job Title,2018-07,Business Development Manager,Median Base Pay,"$85,227 ",4.70%
New York City,Job Title,2018-07,Data Scientist,Median Base Pay,"$113,304 ",1.20%
New York City,Job Title,2018-07,Buyer,Median Base Pay,"$72,284 ",2.40%
New York City,Job Title,2018-07,Data Analyst,Median Base Pay,"$71,957 ",2.30%
New York City,Job Title,2018-07,Electrical Engineer,Median Base Pay,"$80,134 ",2.20%
New York City,Job Title,2018-07,Attorney,Median Base Pay,"$130,253 ",4.30%
New York City,Job Title,2018-07,Human Resources Manager,Median Base Pay,"$87,410 ",3.00%
New York City,Job Title,2018-07,Technician,Median Base Pay,"$52,204 ",1.60%
New York City,Job Title,2018-07,Restaurant Cook,Median Base Pay,"$32,377 ",3.40%
New York City,Job Title,2018-07,Production Manager,Median Base Pay,"$77,981 ",3.00%
New York City,Job Title,2018-07,Manufacturing Engineer,Median Base Pay,"$74,679 ",1.80%
New York City,Job Title,2018-07,Retail Key Holder,Median Base Pay,"$34,967 ",5.20%
New York City,Job Title,2018-07,Paralegal,Median Base Pay,"$56,751 ",1.20%
New York City,Job Title,2018-07,Java Developer,Median Base Pay,"$87,164 ",4.20%
New York City,Job Title,2018-07,Warehouse Associate,Median Base Pay,"$41,385 ",5.20%
New York City,Job Title,2018-07,Property Manager,Median Base Pay,"$68,340 ",6.40%
New York City,Job Title,2018-07,Producer,Median Base Pay,"$76,843 ",0.30%
New York City,Job Title,2018-07,Quality Engineer,Median Base Pay,"$77,748 ",2.80%
New York City,Job Title,2018-07,Operations Analyst,Median Base Pay,"$71,948 ",3.30%
New York City,Job Title,2018-07,Medical Assistant,Median Base Pay,"$39,446 ",4.40%
New York City,Job Title,2018-07,Tax Manager,Median Base Pay,"$125,123 ",5.00%
New York City,Job Title,2018-07,Technical Editor,Median Base Pay,"$61,970 ",2.60%
New York City,Job Title,2018-07,Truck Driver,Median Base Pay,"$56,926 ",6.60%
New York City,Job Title,2018-07,Insurance Agent,Median Base Pay,"$41,641 ",-0.50%
New York City,Job Title,2018-07,Medical Technologist,Median Base Pay,"$63,059 ",2.40%
New York City,Job Title,2018-07,Field Engineer,Median Base Pay,"$76,433 ",1.50%
New York City,Job Title,2018-07,Machine Operator,Median Base Pay,"$39,871 ",1.70%
New York City,Job Title,2018-07,Communications Manager,Median Base Pay,"$83,590 ",0.70%
New York City,Job Title,2018-07,Construction Laborer,Median Base Pay,"$47,580 ",3.50%
New York City,Job Title,2018-07,Emergency Medical Technician,Median Base Pay,"$38,452 ",3.60%
New York City,Job Title,2018-07,Web Designer,Median Base Pay,"$64,461 ",-0.80%
New York City,Job Title,2018-07,Maintenance Worker,Median Base Pay,"$42,614 ",4.10%
New York City,Job Title,2018-07,Barista,Median Base Pay,"$27,445 ",4.60%
New York City,Job Title,2018-07,Bartender,Median Base Pay,"$37,985 ",6.40%
New York City,Job Title,2018-07,Civil Engineer,Median Base Pay,"$77,610 ",1.90%
New York City,Job Title,2018-07,Claims Adjuster,Median Base Pay,"$58,292 ",3.00%
New York City,Job Title,2018-07,Certified Nursing Assistant,Median Base Pay,"$37,459 ",4.70%
New York City,Job Title,2018-07,Customer Service Representative,Median Base Pay,"$43,433 ",2.80%
New York City,Job Title,2018-07,Delivery Driver,Median Base Pay,"$39,707 ",2.60%
New York City,Job Title,2018-07,Financial Advisor,Median Base Pay,"$60,135 ",5.20%
New York City,Job Title,2018-07,Licensed Practical Nurse,Median Base Pay,"$53,643 ",3.00%
New York City,Job Title,2018-07,Loan Officer,Median Base Pay,"$46,679 ",-0.20%
New York City,Job Title,2018-07,Maintenance Technician,Median Base Pay,"$46,881 ",2.60%
New York City,Job Title,2018-07,Material Handler,Median Base Pay,"$39,299 ",4.70%
New York City,Job Title,2018-07,Network Engineer,Median Base Pay,"$78,802 ",-4.20%
New York City,Job Title,2018-07,Office Manager,Median Base Pay,"$57,563 ",2.50%
New York City,Job Title,2018-07,Pharmacist,Median Base Pay,"$122,790 ",3.70%
New York City,Job Title,2018-07,Process Engineer,Median Base Pay,"$83,920 ",2.20%
New York City,Job Title,2018-07,Program Manager,Median Base Pay,"$90,154 ",1.20%
New York City,Job Title,2018-07,Research Assistant,Median Base Pay,"$36,444 ",1.80%
New York City,Job Title,2018-07,Restaurant Manager,Median Base Pay,"$60,305 ",0.80%
New York City,Job Title,2018-07,Security Officer,Median Base Pay,"$39,335 ",4.10%
New York City,Job Title,2018-07,Server,Median Base Pay,"$35,316 ",3.80%
New York City,Job Title,2018-07,Solutions Architect,Median Base Pay,"$119,705 ",4.10%
New York City,Job Title,2018-07,Systems Engineer,Median Base Pay,"$87,366 ",2.60%
New York City,Job Title,2018-07,Technical Support,Median Base Pay,"$56,211 ",3.00%
New York City,Job Title,2018-07,UX Designer,Median Base Pay,"$93,734 ",1.90%
Los Angeles,Job Title,2018-07,Software Engineer,Median Base Pay,"$98,860 ",2.80%
Los Angeles,Job Title,2018-07,Programmer Analyst,Median Base Pay,"$81,139 ",3.30%
Los Angeles,Job Title,2018-07,Consultant,Median Base Pay,"$89,785 ",2.20%
Los Angeles,Job Title,2018-07,Project Manager,Median Base Pay,"$84,025 ",0.20%
Los Angeles,Job Title,2018-07,Store Manager,Median Base Pay,"$61,415 ",2.90%
Los Angeles,Job Title,2018-07,Business Analyst,Median Base Pay,"$76,248 ",2.10%
Los Angeles,Job Title,2018-07,Cashier,Median Base Pay,"$31,708 ",5.80%
Los Angeles,Job Title,2018-07,Financial Analyst,Median Base Pay,"$72,047 ",3.30%
Los Angeles,Job Title,2018-07,Administrative Assistant,Median Base Pay,"$47,502 ",2.90%
Los Angeles,Job Title,2018-07,Accountant,Median Base Pay,"$62,353 ",3.50%
Los Angeles,Job Title,2018-07,Sales Representative,Median Base Pay,"$55,289 ",2.30%
Los Angeles,Job Title,2018-07,Professor,Median Base Pay,"$113,589 ",0.40%
Los Angeles,Job Title,2018-07,Registered Nurse,Median Base Pay,"$89,585 ",2.20%
Los Angeles,Job Title,2018-07,Marketing Manager,Median Base Pay,"$85,319 ",1.90%
Los Angeles,Job Title,2018-07,Operations Manager,Median Base Pay,"$76,288 ",0.60%
Los Angeles,Job Title,2018-07,Product Manager,Median Base Pay,"$107,894 ",3.40%
Los Angeles,Job Title,2018-07,Sales Manager,Median Base Pay,"$74,715 ",3.50%
Los Angeles,Job Title,2018-07,Teacher,Median Base Pay,"$62,227 ",3.60%
Los Angeles,Job Title,2018-07,Bank Teller,Median Base Pay,"$33,477 ",8.60%
Los Angeles,Job Title,2018-07,Customer Service Manager,Median Base Pay,"$64,531 ",4.10%
Los Angeles,Job Title,2018-07,Physical Therapist,Median Base Pay,"$88,351 ",-1.50%
Los Angeles,Job Title,2018-07,Mechanical Engineer,Median Base Pay,"$83,427 ",4.00%
Los Angeles,Job Title,2018-07,Recruiter,Median Base Pay,"$61,922 ",2.50%
Los Angeles,Job Title,2018-07,Design Engineer,Median Base Pay,"$85,945 ",5.10%
Los Angeles,Job Title,2018-07,Pharmacy Technician,Median Base Pay,"$37,511 ",4.00%
Los Angeles,Job Title,2018-07,Graphic Designer,Median Base Pay,"$58,129 ",3.60%
Los Angeles,Job Title,2018-07,Web Developer,Median Base Pay,"$80,849 ",3.00%
Los Angeles,Job Title,2018-07,Business Development Manager,Median Base Pay,"$83,089 ",4.80%
Los Angeles,Job Title,2018-07,Data Scientist,Median Base Pay,"$116,834 ",1.20%
Los Angeles,Job Title,2018-07,Buyer,Median Base Pay,"$63,716 ",2.50%
Los Angeles,Job Title,2018-07,Data Analyst,Median Base Pay,"$71,827 ",2.30%
Los Angeles,Job Title,2018-07,Electrical Engineer,Median Base Pay,"$87,372 ",2.20%
Los Angeles,Job Title,2018-07,Attorney,Median Base Pay,"$132,179 ",4.30%
Los Angeles,Job Title,2018-07,Human Resources Manager,Median Base Pay,"$85,569 ",3.00%
Los Angeles,Job Title,2018-07,Technician,Median Base Pay,"$51,979 ",1.70%
Los Angeles,Job Title,2018-07,Restaurant Cook,Median Base Pay,"$33,395 ",3.40%
Los Angeles,Job Title,2018-07,Production Manager,Median Base Pay,"$79,547 ",3.00%
Los Angeles,Job Title,2018-07,Manufacturing Engineer,Median Base Pay,"$80,705 ",1.80%
Los Angeles,Job Title,2018-07,Retail Key Holder,Median Base Pay,"$34,048 ",5.20%
Los Angeles,Job Title,2018-07,Paralegal,Median Base Pay,"$60,763 ",1.20%
Los Angeles,Job Title,2018-07,Java Developer,Median Base Pay,"$88,597 ",4.30%
