Metro,Type,Month,Dimension,Measure,Value,YoY
National,Job Title,2018-08,Civil Engineer,Median Base Pay,"$67,859 ",2.70%
National,Job Title,2018-08,Claims Adjuster,Median Base Pay,"$53,953 ",3.00%
National,Job Title,2018-08,Certified Nursing Assistant,Median Base Pay,"$29,095 ",4.10%
National,Job Title,2018-08,Customer Service Representative,Median Base Pay,"$37,162 ",2.70%
National,Job Title,2018-08,Delivery Driver,Median Base Pay,"$39,097 ",2.30%
National,Job Title,2018-08,Financial Advisor,Median Base Pay,"$54,622 ",6.00%
National,Job Title,2018-08,Licensed Practical Nurse,Median Base Pay,"$43,282 ",2.90%
National,Job Title,2018-08,Loan Officer,Median Base Pay,"$46,423 ",3.50%
National,Job Title,2018-08,Maintenance Technician,Median Base Pay,"$43,782 ",0.80%
National,Job Title,2018-08,Material Handler,Median Base Pay,"$37,058 ",5.30%
National,Job Title,2018-08,Network Engineer,Median Base Pay,"$64,953 ",-6.70%
National,Job Title,2018-08,Office Manager,Median Base Pay,"$46,622 ",2.80%
National,Job Title,2018-08,Pharmacist,Median Base Pay,"$125,605 ",2.10%
National,Job Title,2018-08,Process Engineer,Median Base Pay,"$79,485 ",2.50%
National,Job Title,2018-08,Program Manager,Median Base Pay,"$74,020 ",-0.10%
National,Job Title,2018-08,Research Assistant,Median Base Pay,"$30,328 ",1.50%
National,Job Title,2018-08,Restaurant Manager,Median Base Pay,"$49,664 ",0.30%
National,Job Title,2018-08,Security Officer,Median Base Pay,"$35,039 ",3.20%
National,Job Title,2018-08,Server,Median Base Pay,"$34,230 ",4.20%
National,Job Title,2018-08,Solutions Architect,Median Base Pay,"$103,827 ",2.50%
National,Job Title,2018-08,Systems Engineer,Median Base Pay,"$79,107 ",1.50%
National,Job Title,2018-08,Technical Support,Median Base Pay,"$45,788 ",2.90%
National,Job Title,2018-08,UX Designer,Median Base Pay,"$77,274 ",2.20%
Atlanta,Job Title,2018-08,Software Engineer,Median Base Pay,"$85,437 ",2.60%
Atlanta,Job Title,2018-08,Programmer Analyst,Median Base Pay,"$74,048 ",4.20%
Atlanta,Job Title,2018-08,Consultant,Median Base Pay,"$83,723 ",1.50%
Atlanta,Job Title,2018-08,Project Manager,Median Base Pay,"$76,597 ",-2.00%
Atlanta,Job Title,2018-08,Store Manager,Median Base Pay,"$51,891 ",2.40%
Atlanta,Job Title,2018-08,Business Analyst,Median Base Pay,"$73,164 ",2.20%
Atlanta,Job Title,2018-08,Cashier,Median Base Pay,"$26,722 ",5.00%
Atlanta,Job Title,2018-08,Financial Analyst,Median Base Pay,"$66,010 ",3.10%
Atlanta,Job Title,2018-08,Administrative Assistant,Median Base Pay,"$42,826 ",2.40%
Atlanta,Job Title,2018-08,Accountant,Median Base Pay,"$58,276 ",2.90%
Atlanta,Job Title,2018-08,Sales Representative,Median Base Pay,"$50,901 ",1.40%
Atlanta,Job Title,2018-08,Professor,Median Base Pay,"$87,777 ",-0.40%
Atlanta,Job Title,2018-08,Registered Nurse,Median Base Pay,"$65,448 ",1.80%
Atlanta,Job Title,2018-08,Marketing Manager,Median Base Pay,"$76,283 ",1.40%
Atlanta,Job Title,2018-08,Operations Manager,Median Base Pay,"$72,316 ",0.40%
Atlanta,Job Title,2018-08,Product Manager,Median Base Pay,"$100,382 ",3.10%
Atlanta,Job Title,2018-08,Sales Manager,Median Base Pay,"$66,755 ",2.00%
Atlanta,Job Title,2018-08,Teacher,Median Base Pay,"$48,979 ",2.70%
Atlanta,Job Title,2018-08,Bank Teller,Median Base Pay,"$32,248 ",7.90%
Atlanta,Job Title,2018-08,Customer Service Manager,Median Base Pay,"$57,022 ",3.80%
Atlanta,Job Title,2018-08,Physical Therapist,Median Base Pay,"$74,356 ",-1.60%
Atlanta,Job Title,2018-08,Mechanical Engineer,Median Base Pay,"$74,889 ",2.40%
Atlanta,Job Title,2018-08,Recruiter,Median Base Pay,"$53,003 ",0.00%
Atlanta,Job Title,2018-08,Design Engineer,Median Base Pay,"$73,578 ",3.70%
Atlanta,Job Title,2018-08,Pharmacy Technician,Median Base Pay,"$30,622 ",5.70%
Atlanta,Job Title,2018-08,Graphic Designer,Median Base Pay,"$52,105 ",3.00%
Atlanta,Job Title,2018-08,Web Developer,Median Base Pay,"$76,469 ",3.40%
Atlanta,Job Title,2018-08,Business Development Manager,Median Base Pay,"$76,248 ",3.40%
Atlanta,Job Title,2018-08,Data Scientist,Median Base Pay,"$100,114 ",1.20%
Atlanta,Job Title,2018-08,Buyer,Median Base Pay,"$59,620 ",2.40%
Atlanta,Job Title,2018-08,Data Analyst,Median Base Pay,"$64,793 ",1.50%
Atlanta,Job Title,2018-08,Electrical Engineer,Median Base Pay,"$76,799 ",1.30%
Atlanta,Job Title,2018-08,Attorney,Median Base Pay,"$105,597 ",4.10%
Atlanta,Job Title,2018-08,Human Resources Manager,Median Base Pay,"$78,513 ",4.60%
Atlanta,Job Title,2018-08,Technician,Median Base Pay,"$45,304 ",1.70%
Atlanta,Job Title,2018-08,Restaurant Cook,Median Base Pay,"$27,500 ",4.30%
Atlanta,Job Title,2018-08,Production Manager,Median Base Pay,"$67,962 ",2.90%
Atlanta,Job Title,2018-08,Manufacturing Engineer,Median Base Pay,"$73,389 ",1.40%
Atlanta,Job Title,2018-08,Retail Key Holder,Median Base Pay,"$30,216 ",3.70%
Atlanta,Job Title,2018-08,Paralegal,Median Base Pay,"$54,552 ",1.20%
Atlanta,Job Title,2018-08,Java Developer,Median Base Pay,"$80,324 ",3.20%
Atlanta,Job Title,2018-08,Warehouse Associate,Median Base Pay,"$37,849 ",-2.40%
Atlanta,Job Title,2018-08,Property Manager,Median Base Pay,"$56,917 ",6.00%
Atlanta,Job Title,2018-08,Producer,Median Base Pay,"$60,607 ",-1.20%
Atlanta,Job Title,2018-08,Quality Engineer,Median Base Pay,"$71,826 ",2.20%
Atlanta,Job Title,2018-08,Operations Analyst,Median Base Pay,"$57,956 ",3.50%
Atlanta,Job Title,2018-08,Medical Assistant,Median Base Pay,"$34,135 ",3.60%
Atlanta,Job Title,2018-08,Tax Manager,Median Base Pay,"$95,875 ",1.30%
Atlanta,Job Title,2018-08,Technical Editor,Median Base Pay,"$54,691 ",2.40%
Atlanta,Job Title,2018-08,Truck Driver,Median Base Pay,"$53,273 ",4.20%
Atlanta,Job Title,2018-08,Insurance Agent,Median Base Pay,"$35,653 ",-4.80%
Atlanta,Job Title,2018-08,Medical Technologist,Median Base Pay,"$56,876 ",1.90%
Atlanta,Job Title,2018-08,Field Engineer,Median Base Pay,"$66,873 ",0.30%
Atlanta,Job Title,2018-08,Machine Operator,Median Base Pay,"$37,131 ",0.70%
Atlanta,Job Title,2018-08,Communications Manager,Median Base Pay,"$74,152 ",-0.50%
Atlanta,Job Title,2018-08,Construction Laborer,Median Base Pay,"$37,435 ",0.70%
Atlanta,Job Title,2018-08,Emergency Medical Technician,Median Base Pay,"$37,709 ",4.50%
Atlanta,Job Title,2018-08,Web Designer,Median Base Pay,"$61,966 ",1.50%
Atlanta,Job Title,2018-08,Maintenance Worker,Median Base Pay,"$40,906 ",7.40%
Atlanta,Job Title,2018-08,Barista,Median Base Pay,"$23,097 ",4.70%
Atlanta,Job Title,2018-08,Bartender,Median Base Pay,"$35,295 ",6.40%
Atlanta,Job Title,2018-08,Civil Engineer,Median Base Pay,"$67,839 ",2.70%
Atlanta,Job Title,2018-08,Claims Adjuster,Median Base Pay,"$50,394 ",2.90%
Atlanta,Job Title,2018-08,Certified Nursing Assistant,Median Base Pay,"$26,903 ",4.00%
Atlanta,Job Title,2018-08,Customer Service Representative,Median Base Pay,"$37,978 ",2.60%
Atlanta,Job Title,2018-08,Delivery Driver,Median Base Pay,"$37,782 ",2.20%
Atlanta,Job Title,2018-08,Financial Advisor,Median Base Pay,"$52,786 ",5.90%
Atlanta,Job Title,2018-08,Licensed Practical Nurse,Median Base Pay,"$44,030 ",2.80%
Atlanta,Job Title,2018-08,Loan Officer,Median Base Pay,"$43,989 ",3.40%
Atlanta,Job Title,2018-08,Maintenance Technician,Median Base Pay,"$46,433 ",0.70%
Atlanta,Job Title,2018-08,Material Handler,Median Base Pay,"$35,036 ",5.20%
Atlanta,Job Title,2018-08,Network Engineer,Median Base Pay,"$69,788 ",-6.80%
Atlanta,Job Title,2018-08,Office Manager,Median Base Pay,"$48,254 ",2.70%
Atlanta,Job Title,2018-08,Pharmacist,Median Base Pay,"$116,983 ",2.00%
Atlanta,Job Title,2018-08,Process Engineer,Median Base Pay,"$79,096 ",2.40%
Atlanta,Job Title,2018-08,Program Manager,Median Base Pay,"$80,820 ",-0.20%
Atlanta,Job Title,2018-08,Research Assistant,Median Base Pay,"$30,451 ",1.40%
Atlanta,Job Title,2018-08,Restaurant Manager,Median Base Pay,"$51,585 ",0.30%
Atlanta,Job Title,2018-08,Security Officer,Median Base Pay,"$32,742 ",3.10%
Atlanta,Job Title,2018-08,Server,Median Base Pay,"$33,853 ",4.10%
Atlanta,Job Title,2018-08,Solutions Architect,Median Base Pay,"$114,013 ",2.40%
Atlanta,Job Title,2018-08,Systems Engineer,Median Base Pay,"$79,344 ",1.40%
Atlanta,Job Title,2018-08,Technical Support,Median Base Pay,"$45,109 ",2.90%
Atlanta,Job Title,2018-08,UX Designer,Median Base Pay,"$84,130 ",2.10%
New York City,Job Title,2018-08,Software Engineer,Median Base Pay,"$104,630 ",2.80%
New York City,Job Title,2018-08,Programmer Analyst,Median Base Pay,"$83,013 ",4.40%
New York City,Job Title,2018-08,Consultant,Median Base Pay,"$89,927 ",1.70%
New York City,Job Title,2018-08,Project Manager,Median Base Pay,"$84,244 ",-1.80%
New York City,Job Title,2018-08,Store Manager,Median Base Pay,"$60,182 ",2.60%
New York City,Job Title,2018-08,Business Analyst,Median Base Pay,"$81,327 ",2.40%
New York City,Job Title,2018-08,Cashier,Median Base Pay,"$29,709 ",5.20%
New York City,Job Title,2018-08,Financial Analyst,Median Base Pay,"$77,598 ",3.30%
New York City,Job Title,2018-08,Administrative Assistant,Median Base Pay,"$50,944 ",2.60%
New York City,Job Title,2018-08,Accountant,Median Base Pay,"$64,442 ",3.00%
New York City,Job Title,2018-08,Sales Representative,Median Base Pay,"$56,230 ",1.50%
New York City,Job Title,2018-08,Professor,Median Base Pay,"$110,940 ",-0.20%
New York City,Job Title,2018-08,Registered Nurse,Median Base Pay,"$86,693 ",2.00%
New York City,Job Title,2018-08,Marketing Manager,Median Base Pay,"$84,589 ",1.60%
New York City,Job Title,2018-08,Operations Manager,Median Base Pay,"$79,404 ",0.50%
New York City,Job Title,2018-08,Product Manager,Median Base Pay,"$110,254 ",3.20%
New York City,Job Title,2018-08,Sales Manager,Median Base Pay,"$76,654 ",2.20%
New York City,Job Title,2018-08,Teacher,Median Base Pay,"$65,156 ",2.90%
New York City,Job Title,2018-08,Bank Teller,Median Base Pay,"$34,737 ",8.10%
New York City,Job Title,2018-08,Customer Service Manager,Median Base Pay,"$63,119 ",4.00%
New York City,Job Title,2018-08,Physical Therapist,Median Base Pay,"$75,914 ",-1.40%
New York City,Job Title,2018-08,Mechanical Engineer,Median Base Pay,"$76,874 ",2.60%
New York City,Job Title,2018-08,Recruiter,Median Base Pay,"$62,022 ",0.20%
New York City,Job Title,2018-08,Design Engineer,Median Base Pay,"$79,895 ",3.80%
New York City,Job Title,2018-08,Pharmacy Technician,Median Base Pay,"$32,094 ",5.90%
New York City,Job Title,2018-08,Graphic Designer,Median Base Pay,"$59,146 ",3.10%
New York City,Job Title,2018-08,Web Developer,Median Base Pay,"$84,897 ",3.60%
New York City,Job Title,2018-08,Business Development Manager,Median Base Pay,"$84,687 ",3.60%
New York City,Job Title,2018-08,Data Scientist,Median Base Pay,"$113,463 ",1.40%
New York City,Job Title,2018-08,Buyer,Median Base Pay,"$71,907 ",2.60%
New York City,Job Title,2018-08,Data Analyst,Median Base Pay,"$71,276 ",1.70%
New York City,Job Title,2018-08,Electrical Engineer,Median Base Pay,"$79,974 ",1.40%
New York City,Job Title,2018-08,Attorney,Median Base Pay,"$129,088 ",4.30%
New York City,Job Title,2018-08,Human Resources Manager,Median Base Pay,"$90,601 ",4.80%
New York City,Job Title,2018-08,Technician,Median Base Pay,"$52,548 ",1.90%
New York City,Job Title,2018-08,Restaurant Cook,Median Base Pay,"$32,672 ",4.40%
New York City,Job Title,2018-08,Production Manager,Median Base Pay,"$77,918 ",3.00%
New York City,Job Title,2018-08,Manufacturing Engineer,Median Base Pay,"$74,495 ",1.60%
New York City,Job Title,2018-08,Retail Key Holder,Median Base Pay,"$35,375 ",3.80%
New York City,Job Title,2018-08,Paralegal,Median Base Pay,"$57,348 ",1.40%
New York City,Job Title,2018-08,Java Developer,Median Base Pay,"$88,552 ",3.40%
New York City,Job Title,2018-08,Warehouse Associate,Median Base Pay,"$39,051 ",-2.30%
New York City,Job Title,2018-08,Property Manager,Median Base Pay,"$69,064 ",6.10%
New York City,Job Title,2018-08,Producer,Median Base Pay,"$75,333 ",-1.00%
New York City,Job Title,2018-08,Quality Engineer,Median Base Pay,"$77,436 ",2.30%
New York City,Job Title,2018-08,Operations Analyst,Median Base Pay,"$73,437 ",3.70%
New York City,Job Title,2018-08,Medical Assistant,Median Base Pay,"$38,117 ",3.70%
New York City,Job Title,2018-08,Tax Manager,Median Base Pay,"$117,005 ",1.50%
New York City,Job Title,2018-08,Technical Editor,Median Base Pay,"$62,860 ",2.50%
New York City,Job Title,2018-08,Truck Driver,Median Base Pay,"$56,866 ",4.30%
New York City,Job Title,2018-08,Insurance Agent,Median Base Pay,"$40,993 ",-4.60%
New York City,Job Title,2018-08,Medical Technologist,Median Base Pay,"$62,828 ",2.10%
New York City,Job Title,2018-08,Field Engineer,Median Base Pay,"$73,987 ",0.40%
New York City,Job Title,2018-08,Machine Operator,Median Base Pay,"$39,600 ",0.90%
New York City,Job Title,2018-08,Communications Manager,Median Base Pay,"$84,250 ",-0.40%
New York City,Job Title,2018-08,Construction Laborer,Median Base Pay,"$47,725 ",0.80%
New York City,Job Title,2018-08,Emergency Medical Technician,Median Base Pay,"$39,628 ",4.70%
New York City,Job Title,2018-08,Web Designer,Median Base Pay,"$68,422 ",1.70%
New York City,Job Title,2018-08,Maintenance Worker,Median Base Pay,"$42,329 ",7.60%
New York City,Job Title,2018-08,Barista,Median Base Pay,"$28,020 ",4.90%
New York City,Job Title,2018-08,Bartender,Median Base Pay,"$38,960 ",6.60%
New York City,Job Title,2018-08,Civil Engineer,Median Base Pay,"$77,701 ",2.80%
New York City,Job Title,2018-08,Claims Adjuster,Median Base Pay,"$58,335 ",3.10%
New York City,Job Title,2018-08,Certified Nursing Assistant,Median Base Pay,"$37,078 ",4.20%
New York City,Job Title,2018-08,Customer Service Representative,Median Base Pay,"$43,500 ",2.80%
New York City,Job Title,2018-08,Delivery Driver,Median Base Pay,"$40,382 ",2.40%
New York City,Job Title,2018-08,Financial Advisor,Median Base Pay,"$60,323 ",6.10%
New York City,Job Title,2018-08,Licensed Practical Nurse,Median Base Pay,"$54,122 ",3.00%
New York City,Job Title,2018-08,Loan Officer,Median Base Pay,"$47,345 ",3.60%
New York City,Job Title,2018-08,Maintenance Technician,Median Base Pay,"$46,110 ",0.90%
New York City,Job Title,2018-08,Material Handler,Median Base Pay,"$40,064 ",5.30%
New York City,Job Title,2018-08,Network Engineer,Median Base Pay,"$77,836 ",-6.70%
New York City,Job Title,2018-08,Office Manager,Median Base Pay,"$57,505 ",2.90%
New York City,Job Title,2018-08,Pharmacist,Median Base Pay,"$121,384 ",2.20%
New York City,Job Title,2018-08,Process Engineer,Median Base Pay,"$84,167 ",2.60%
New York City,Job Title,2018-08,Program Manager,Median Base Pay,"$88,856 ",0.00%
New York City,Job Title,2018-08,Research Assistant,Median Base Pay,"$35,995 ",1.50%
New York City,Job Title,2018-08,Restaurant Manager,Median Base Pay,"$57,837 ",0.40%
New York City,Job Title,2018-08,Security Officer,Median Base Pay,"$39,146 ",3.30%
New York City,Job Title,2018-08,Server,Median Base Pay,"$35,695 ",4.30%
New York City,Job Title,2018-08,Solutions Architect,Median Base Pay,"$118,653 ",2.60%
New York City,Job Title,2018-08,Systems Engineer,Median Base Pay,"$87,070 ",1.50%
New York City,Job Title,2018-08,Technical Support,Median Base Pay,"$56,444 ",3.00%
New York City,Job Title,2018-08,UX Designer,Median Base Pay,"$93,578 ",2.30%
Los Angeles,Job Title,2018-08,Software Engineer,Median Base Pay,"$99,355 ",2.90%
Los Angeles,Job Title,2018-08,Programmer Analyst,Median Base Pay,"$80,893 ",4.40%
Los Angeles,Job Title,2018-08,Consultant,Median Base Pay,"$89,491 ",1.70%
Los Angeles,Job Title,2018-08,Project Manager,Median Base Pay,"$82,861 ",-1.80%
Los Angeles,Job Title,2018-08,Store Manager,Median Base Pay,"$61,880 ",2.60%
Los Angeles,Job Title,2018-08,Business Analyst,Median Base Pay,"$76,684 ",2.40%
Los Angeles,Job Title,2018-08,Cashier,Median Base Pay,"$31,398 ",5.30%
Los Angeles,Job Title,2018-08,Financial Analyst,Median Base Pay,"$72,379 ",3.40%
Los Angeles,Job Title,2018-08,Administrative Assistant,Median Base Pay,"$49,312 ",2.70%
Los Angeles,Job Title,2018-08,Accountant,Median Base Pay,"$62,423 ",3.10%
Los Angeles,Job Title,2018-08,Sales Representative,Median Base Pay,"$55,232 ",1.60%
Los Angeles,Job Title,2018-08,Professor,Median Base Pay,"$111,493 ",-0.10%
Los Angeles,Job Title,2018-08,Registered Nurse,Median Base Pay,"$89,526 ",2.10%
Los Angeles,Job Title,2018-08,Marketing Manager,Median Base Pay,"$84,897 ",1.70%
Los Angeles,Job Title,2018-08,Operations Manager,Median Base Pay,"$78,008 ",0.60%
Los Angeles,Job Title,2018-08,Product Manager,Median Base Pay,"$106,865 ",3.30%
Los Angeles,Job Title,2018-08,Sales Manager,Median Base Pay,"$74,466 ",2.30%
Los Angeles,Job Title,2018-08,Teacher,Median Base Pay,"$62,251 ",3.00%
Los Angeles,Job Title,2018-08,Bank Teller,Median Base Pay,"$33,511 ",8.20%
Los Angeles,Job Title,2018-08,Customer Service Manager,Median Base Pay,"$64,472 ",4.00%
Los Angeles,Job Title,2018-08,Physical Therapist,Median Base Pay,"$89,899 ",-1.30%
Los Angeles,Job Title,2018-08,Mechanical Engineer,Median Base Pay,"$83,422 ",2.70%
Los Angeles,Job Title,2018-08,Recruiter,Median Base Pay,"$61,113 ",0.20%
Los Angeles,Job Title,2018-08,Design Engineer,Median Base Pay,"$86,095 ",3.90%
Los Angeles,Job Title,2018-08,Pharmacy Technician,Median Base Pay,"$38,059 ",6.00%
Los Angeles,Job Title,2018-08,Graphic Designer,Median Base Pay,"$58,416 ",3.20%
Los Angeles,Job Title,2018-08,Web Developer,Median Base Pay,"$80,688 ",3.70%
Los Angeles,Job Title,2018-08,Business Development Manager,Median Base Pay,"$83,403 ",3.60%
Los Angeles,Job Title,2018-08,Data Scientist,Median Base Pay,"$116,907 ",1.50%
Los Angeles,Job Title,2018-08,Buyer,Median Base Pay,"$64,606 ",2.70%
Los Angeles,Job Title,2018-08,Data Analyst,Median Base Pay,"$71,777 ",1.80%
Los Angeles,Job Title,2018-08,Electrical Engineer,Median Base Pay,"$87,644 ",1.50%
Los Angeles,Job Title,2018-08,Attorney,Median Base Pay,"$131,093 ",4.30%
Los Angeles,Job Title,2018-08,Human Resources Manager,Median Base Pay,"$88,474 ",4.90%
Los Angeles,Job Title,2018-08,Technician,Median Base Pay,"$52,057 ",2.00%
Los Angeles,Job Title,2018-08,Restaurant Cook,Median Base Pay,"$33,495 ",4.50%
Los Angeles,Job Title,2018-08,Production Manager,Median Base Pay,"$79,594 ",3.10%
Los Angeles,Job Title,2018-08,Manufacturing Engineer,Median Base Pay,"$80,857 ",1.60%
Los Angeles,Job Title,2018-08,Retail Key Holder,Median Base Pay,"$34,827 ",3.90%
Los Angeles,Job Title,2018-08,Paralegal,Median Base Pay,"$61,695 ",1.50%
